SNo,ObservationDate,Province/State,Country/Region,Last Update,Recovered
1,1/22/2020,Anhui,Mainland China,1/22/2020 17:00,0
2,1/22/2020,Beijing,Mainland China,1/22/2020 17:00,0
3,1/22/2020,Chongqing,Mainland China,1/22/2020 17:00,0
4,1/22/2020,Fujian,Mainland China,1/22/2020 17:00,0
5,1/22/2020,Gansu,Mainland China,1/22/2020 17:00,0
6,1/22/2020,Guangdong,Mainland China,1/22/2020 17:00,0
7,1/22/2020,Guangxi,Mainland China,1/22/2020 17:00,0
8,1/22/2020,Guizhou,Mainland China,1/22/2020 17:00,0
9,1/22/2020,Hainan,Mainland China,1/22/2020 17:00,0
10,1/22/2020,Hebei,Mainland China,1/22/2020 17:00,0
11,1/22/2020,Heilongjiang,Mainland China,1/22/2020 17:00,0
12,1/22/2020,Henan,Mainland China,1/22/2020 17:00,0
13,1/22/2020,Hong Kong,Hong Kong,1/22/2020 17:00,0
14,1/22/2020,Hubei,Mainland China,1/22/2020 17:00,28
15,1/22/2020,Hunan,Mainland China,1/22/2020 17:00,0
16,1/22/2020,Inner Mongolia,Mainland China,1/22/2020 17:00,0
17,1/22/2020,Jiangsu,Mainland China,1/22/2020 17:00,0
18,1/22/2020,Jiangxi,Mainland China,1/22/2020 17:00,0
19,1/22/2020,Jilin,Mainland China,1/22/2020 17:00,0
20,1/22/2020,Liaoning,Mainland China,1/22/2020 17:00,0
21,1/22/2020,Macau,Macau,1/22/2020 17:00,0
22,1/22/2020,Ningxia,Mainland China,1/22/2020 17:00,0
23,1/22/2020,Qinghai,Mainland China,1/22/2020 17:00,0
24,1/22/2020,Shaanxi,Mainland China,1/22/2020 17:00,0
25,1/22/2020,Shandong,Mainland China,1/22/2020 17:00,0
26,1/22/2020,Shanghai,Mainland China,1/22/2020 17:00,0
27,1/22/2020,Shanxi,Mainland China,1/22/2020 17:00,0
28,1/22/2020,Sichuan,Mainland China,1/22/2020 17:00,0
29,1/22/2020,Taiwan,Taiwan,1/22/2020 17:00,0
30,1/22/2020,Tianjin,Mainland China,1/22/2020 17:00,0
31,1/22/2020,Tibet,Mainland China,1/22/2020 17:00,0
32,1/22/2020,Washington,US,1/22/2020 17:00,0
33,1/22/2020,Xinjiang,Mainland China,1/22/2020 17:00,0
34,1/22/2020,Yunnan,Mainland China,1/22/2020 17:00,0
35,1/22/2020,Zhejiang,Mainland China,1/22/2020 17:00,0
36,1/22/2020,,Japan,1/22/2020 17:00,0
37,1/22/2020,,Thailand,1/22/2020 17:00,0
38,1/22/2020,,South Korea,1/22/2020 17:00,0
39,1/23/2020,Anhui,Mainland China,1/23/2020 17:00,0
40,1/23/2020,Beijing,Mainland China,1/23/2020 17:00,0
41,1/23/2020,Chongqing,Mainland China,1/23/2020 17:00,0
42,1/23/2020,Fujian,Mainland China,1/23/2020 17:00,0
43,1/23/2020,Gansu,Mainland China,1/23/2020 17:00,0
44,1/23/2020,Guangdong,Mainland China,1/23/2020 17:00,2
45,1/23/2020,Guangxi,Mainland China,1/23/2020 17:00,0
46,1/23/2020,Guizhou,Mainland China,1/23/2020 17:00,0
47,1/23/2020,Hainan,Mainland China,1/23/2020 17:00,0
48,1/23/2020,Hebei,Mainland China,1/23/2020 17:00,0
49,1/23/2020,Heilongjiang,Mainland China,1/23/2020 17:00,0
50,1/23/2020,Henan,Mainland China,1/23/2020 17:00,0
51,1/23/2020,Hong Kong,Hong Kong,1/23/2020 17:00,0
52,1/23/2020,Hubei,Mainland China,1/23/2020 17:00,28
53,1/23/2020,Hunan,Mainland China,1/23/2020 17:00,0
54,1/23/2020,Inner Mongolia,Mainland China,1/23/2020 17:00,0
55,1/23/2020,Jiangsu,Mainland China,1/23/2020 17:00,0
56,1/23/2020,Jiangxi,Mainland China,1/23/2020 17:00,0
57,1/23/2020,Jilin,Mainland China,1/23/2020 17:00,0
58,1/23/2020,Liaoning,Mainland China,1/23/2020 17:00,0
59,1/23/2020,Macau,Macau,1/23/2020 17:00,0
60,1/23/2020,Ningxia,Mainland China,1/23/2020 17:00,0
61,1/23/2020,Qinghai,Mainland China,1/23/2020 17:00,0
62,1/23/2020,Shaanxi,Mainland China,1/23/2020 17:00,0
63,1/23/2020,Shandong,Mainland China,1/23/2020 17:00,0
64,1/23/2020,Shanghai,Mainland China,1/23/2020 17:00,0
65,1/23/2020,Shanxi,Mainland China,1/23/2020 17:00,0
66,1/23/2020,Sichuan,Mainland China,1/23/2020 17:00,0
67,1/23/2020,Taiwan,Taiwan,1/23/2020 17:00,0
68,1/23/2020,Tianjin,Mainland China,1/23/2020 17:00,0
69,1/23/2020,Tibet,Mainland China,1/23/2020 17:00,0
70,1/23/2020,Washington,US,1/23/2020 17:00,0
71,1/23/2020,Xinjiang,Mainland China,1/23/2020 17:00,0
72,1/23/2020,Yunnan,Mainland China,1/23/2020 17:00,0
73,1/23/2020,Zhejiang,Mainland China,1/23/2020 17:00,0
74,1/23/2020,,Japan,1/23/2020 17:00,0
75,1/23/2020,,Thailand,1/23/2020 17:00,0
76,1/23/2020,,South Korea,1/23/2020 17:00,0
77,1/23/2020,,Singapore,1/23/2020 17:00,0
78,1/23/2020,,Philippines,1/23/2020 17:00,0
79,1/23/2020,,Malaysia,1/23/2020 17:00,0
80,1/23/2020,,Vietnam,1/23/2020 17:00,0
81,1/23/2020,,Australia,1/23/2020 17:00,0
82,1/23/2020,,Mexico,1/23/2020 17:00,0
83,1/23/2020,,Brazil,1/23/2020 17:00,0
84,1/23/2020,,Colombia,1/23/2020 17:00,0
85,1/24/2020,Hubei,Mainland China,1/24/2020 17:00,31
86,1/24/2020,Guangdong,Mainland China,1/24/2020 17:00,2
87,1/24/2020,Zhejiang,Mainland China,1/24/2020 17:00,1
88,1/24/2020,Beijing,Mainland China,1/24/2020 17:00,1
89,1/24/2020,Chongqing,Mainland China,1/24/2020 17:00,0
90,1/24/2020,Hunan,Mainland China,1/24/2020 17:00,0
91,1/24/2020,Guangxi,Mainland China,1/24/2020 17:00,0
92,1/24/2020,Shanghai,Mainland China,1/24/2020 17:00,1
93,1/24/2020,Jiangxi,Mainland China,1/24/2020 17:00,0
94,1/24/2020,Sichuan,Mainland China,1/24/2020 17:00,0
95,1/24/2020,Shandong,Mainland China,1/24/2020 17:00,0
96,1/24/2020,Anhui,Mainland China,1/24/2020 17:00,0
97,1/24/2020,Fujian,Mainland China,1/24/2020 17:00,0
98,1/24/2020,Henan,Mainland China,1/24/2020 17:00,0
99,1/24/2020,Jiangsu,Mainland China,1/24/2020 17:00,0
100,1/24/2020,Hainan,Mainland China,1/24/2020 17:00,0
101,1/24/2020,Tianjin,Mainland China,1/24/2020 17:00,0
102,1/24/2020,Yunnan,Mainland China,1/24/2020 17:00,0
103,1/24/2020,Shaanxi,Mainland China,1/24/2020 17:00,0
104,1/24/2020,Heilongjiang,Mainland China,1/24/2020 17:00,0
105,1/24/2020,Liaoning,Mainland China,1/24/2020 17:00,0
106,1/24/2020,Guizhou,Mainland China,1/24/2020 17:00,0
107,1/24/2020,Jilin,Mainland China,1/24/2020 17:00,0
108,1/24/2020,Taiwan,Taiwan,1/24/2020 17:00,0
109,1/24/2020,Ningxia,Mainland China,1/24/2020 17:00,0
110,1/24/2020,Hong Kong,Hong Kong,1/24/2020 17:00,0
111,1/24/2020,Macau,Macau,1/24/2020 17:00,0
112,1/24/2020,Hebei,Mainland China,1/24/2020 17:00,0
113,1/24/2020,Gansu,Mainland China,1/24/2020 17:00,0
114,1/24/2020,Xinjiang,Mainland China,1/24/2020 17:00,0
115,1/24/2020,Shanxi,Mainland China,1/24/2020 17:00,0
116,1/24/2020,Inner Mongolia,Mainland China,1/24/2020 17:00,0
117,1/24/2020,Qinghai,Mainland China,1/24/2020 17:00,0
118,1/24/2020,Washington,US,1/24/2020 17:00,0
119,1/24/2020,Chicago,US,1/24/2020 17:00,0
120,1/24/2020,,Japan,1/24/2020 17:00,0
121,1/24/2020,,Thailand,1/24/2020 17:00,0
122,1/24/2020,,South Korea,1/24/2020 17:00,0
123,1/24/2020,,Singapore,1/24/2020 17:00,0
124,1/24/2020,,Vietnam,1/24/2020 17:00,0
125,1/24/2020,,France,1/24/2020 17:00,0
126,1/25/2020,Hubei,Mainland China,1/25/2020 17:00,32
127,1/25/2020,Guangdong,Mainland China,1/25/2020 17:00,2
128,1/25/2020,Zhejiang,Mainland China,1/25/2020 17:00,1
129,1/25/2020,Chongqing,Mainland China,1/25/2020 17:00,0
130,1/25/2020,Hunan,Mainland China,1/25/2020 17:00,0
131,1/25/2020,Beijing,Mainland China,1/25/2020 17:00,2
132,1/25/2020,Anhui,Mainland China,1/25/2020 17:00,0
133,1/25/2020,Shanghai,Mainland China,1/25/2020 17:00,1
134,1/25/2020,Henan,Mainland China,1/25/2020 17:00,0
135,1/25/2020,Sichuan,Mainland China,1/25/2020 17:00,0
136,1/25/2020,Shandong,Mainland China,1/25/2020 17:00,0
137,1/25/2020,Guangxi,Mainland China,1/25/2020 17:00,0
138,1/25/2020,Hainan,Mainland China,1/25/2020 17:00,0
139,1/25/2020,Jiangxi,Mainland China,1/25/2020 17:00,0
140,1/25/2020,Fujian,Mainland China,1/25/2020 17:00,0
141,1/25/2020,Jiangsu,Mainland China,1/25/2020 17:00,1
142,1/25/2020,Liaoning,Mainland China,1/25/2020 17:00,0
143,1/25/2020,Shaanxi,Mainland China,1/25/2020 17:00,0
144,1/25/2020,Yunnan,Mainland China,1/25/2020 17:00,0
145,1/25/2020,Tianjin,Mainland China,1/25/2020 17:00,0
146,1/25/2020,Heilongjiang,Mainland China,1/25/2020 17:00,0
147,1/25/2020,Hebei,Mainland China,1/25/2020 17:00,0
148,1/25/2020,Inner Mongolia,Mainland China,1/25/2020 17:00,0
149,1/25/2020,Shanxi,Mainland China,1/25/2020 17:00,0
150,1/25/2020,Hong Kong,Hong Kong,1/25/2020 17:00,0
151,1/25/2020,Guizhou,Mainland China,1/25/2020 17:00,0
152,1/25/2020,Jilin,Mainland China,1/25/2020 17:00,0
153,1/25/2020,Gansu,Mainland China,1/25/2020 17:00,0
154,1/25/2020,Ningxia,Mainland China,1/25/2020 17:00,0
155,1/25/2020,Taiwan,Taiwan,1/25/2020 17:00,0
156,1/25/2020,Xinjiang,Mainland China,1/25/2020 17:00,0
157,1/25/2020,Macau,Macau,1/25/2020 17:00,0
158,1/25/2020,Qinghai,Mainland China,1/25/2020 17:00,0
159,1/25/2020,Washington,US,1/25/2020 17:00,0
160,1/25/2020,Illinois,US,1/25/2020 17:00,0
161,1/25/2020,,Japan,1/25/2020 17:00,0
162,1/25/2020,,Thailand,1/25/2020 17:00,0
163,1/25/2020,,South Korea,1/25/2020 17:00,0
164,1/25/2020,,Singapore,1/25/2020 17:00,0
165,1/25/2020,,Vietnam,1/25/2020 17:00,0
166,1/25/2020,,France,1/25/2020 17:00,0
167,1/25/2020,,Australia,1/25/2020 17:00,0
168,1/25/2020,,Nepal,1/25/2020 17:00,0
169,1/25/2020,,Malaysia,1/25/2020 17:00,0
170,1/26/2020,Hubei,Mainland China,1/26/2020 16:00,42
171,1/26/2020,Guangdong,Mainland China,1/26/2020 16:00,2
172,1/26/2020,Zhejiang,Mainland China,1/26/2020 16:00,1
173,1/26/2020,Henan,Mainland China,1/26/2020 16:00,0
174,1/26/2020,Chongqing,Mainland China,1/26/2020 16:00,0
175,1/26/2020,Hunan,Mainland China,1/26/2020 16:00,0
176,1/26/2020,Beijing,Mainland China,1/26/2020 16:00,2
177,1/26/2020,Anhui,Mainland China,1/26/2020 16:00,0
178,1/26/2020,Shandong,Mainland China,1/26/2020 16:00,0
179,1/26/2020,Sichuan,Mainland China,1/26/2020 16:00,0
180,1/26/2020,Shanghai,Mainland China,1/26/2020 16:00,1
181,1/26/2020,Guangxi,Mainland China,1/26/2020 16:00,0
182,1/26/2020,Jiangxi,Mainland China,1/26/2020 16:00,0
183,1/26/2020,Fujian,Mainland China,1/26/2020 16:00,0
184,1/26/2020,Jiangsu,Mainland China,1/26/2020 16:00,1
185,1/26/2020,Hainan,Mainland China,1/26/2020 16:00,0
186,1/26/2020,Shaanxi,Mainland China,1/26/2020 16:00,0
187,1/26/2020,Liaoning,Mainland China,1/26/2020 16:00,0
188,1/26/2020,Yunnan,Mainland China,1/26/2020 16:00,0
189,1/26/2020,Heilongjiang,Mainland China,1/26/2020 16:00,0
190,1/26/2020,Tianjin,Mainland China,1/26/2020 16:00,0
191,1/26/2020,Hebei,Mainland China,1/26/2020 16:00,0
192,1/26/2020,Shanxi,Mainland China,1/26/2020 16:00,0
193,1/26/2020,Hong Kong,Hong Kong,1/26/2020 16:00,0
194,1/26/2020,Inner Mongolia,Mainland China,1/26/2020 16:00,0
195,1/26/2020,Gansu,Mainland China,1/26/2020 16:00,0
196,1/26/2020,Guizhou,Mainland China,1/26/2020 16:00,0
197,1/26/2020,Macau,Macau,1/26/2020 16:00,0
198,1/26/2020,Ningxia,Mainland China,1/26/2020 16:00,0
199,1/26/2020,Jilin,Mainland China,1/26/2020 16:00,0
200,1/26/2020,Taiwan,Taiwan,1/26/2020 16:00,0
201,1/26/2020,Xinjiang,Mainland China,1/26/2020 16:00,0
202,1/26/2020,Qinghai,Mainland China,1/26/2020 16:00,0
203,1/26/2020,Washington,US,1/26/2020 16:00,0
204,1/26/2020,Illinois,US,1/26/2020 16:00,0
205,1/26/2020,California,US,1/26/2020 16:00,0
206,1/26/2020,Arizona,US,1/26/2020 16:00,0
207,1/26/2020,,Japan,1/26/2020 16:00,1
208,1/26/2020,,Thailand,1/26/2020 16:00,2
209,1/26/2020,,South Korea,1/26/2020 16:00,0
210,1/26/2020,,Singapore,1/26/2020 16:00,0
211,1/26/2020,,Vietnam,1/26/2020 16:00,0
212,1/26/2020,,France,1/26/2020 16:00,0
213,1/26/2020,,Australia,1/26/2020 16:00,0
214,1/26/2020,,Nepal,1/26/2020 16:00,0
215,1/26/2020,,Malaysia,1/26/2020 16:00,0
216,1/26/2020,Ontario,Canada,1/26/2020 16:00,0
217,1/27/2020,Hubei,Mainland China,1/27/2020 23:59,45
218,1/27/2020,Guangdong,Mainland China,1/27/2020 23:59,4
219,1/27/2020,Zhejiang,Mainland China,1/27/2020 23:59,1
220,1/27/2020,Henan,Mainland China,1/27/2020 23:59,0
221,1/27/2020,Chongqing,Mainland China,1/27/2020 23:59,0
222,1/27/2020,Hunan,Mainland China,1/27/2020 23:59,0
223,1/27/2020,Beijing,Mainland China,1/27/2020 23:59,2
224,1/27/2020,Shandong,Mainland China,1/27/2020 23:59,0
225,1/27/2020,Jiangxi,Mainland China,1/27/2020 23:59,2
226,1/27/2020,Anhui,Mainland China,1/27/2020 23:59,0
227,1/27/2020,Sichuan,Mainland China,1/27/2020 23:59,0
228,1/27/2020,Fujian,Mainland China,1/27/2020 23:59,0
229,1/27/2020,Shanghai,Mainland China,1/27/2020 23:59,3
230,1/27/2020,Jiangsu,Mainland China,1/27/2020 23:59,1
231,1/27/2020,Guangxi,Mainland China,1/27/2020 23:59,0
232,1/27/2020,Shaanxi,Mainland China,1/27/2020 23:59,0
233,1/27/2020,Hainan,Mainland China,1/27/2020 23:59,0
234,1/27/2020,Liaoning,Mainland China,1/27/2020 23:59,0
235,1/27/2020,Yunnan,Mainland China,1/27/2020 23:59,0
236,1/27/2020,Tianjin,Mainland China,1/27/2020 23:59,0
237,1/27/2020,Heilongjiang,Mainland China,1/27/2020 23:59,0
238,1/27/2020,Hebei,Mainland China,1/27/2020 23:59,0
239,1/27/2020,Gansu,Mainland China,1/27/2020 23:59,0
240,1/27/2020,Shanxi,Mainland China,1/27/2020 23:59,0
241,1/27/2020,Inner Mongolia,Mainland China,1/27/2020 23:59,0
242,1/27/2020,Hong Kong,Hong Kong,1/27/2020 23:59,0
243,1/27/2020,Guizhou,Mainland China,1/27/2020 23:59,0
244,1/27/2020,Ningxia,Mainland China,1/27/2020 23:59,0
245,1/27/2020,Jilin,Mainland China,1/27/2020 23:59,0
246,1/27/2020,Macau,Macau,1/27/2020 23:59,0
247,1/27/2020,Qinghai,Mainland China,1/27/2020 23:59,0
248,1/27/2020,Taiwan,Taiwan,1/27/2020 23:59,0
249,1/27/2020,Xinjiang,Mainland China,1/27/2020 23:59,0
250,1/27/2020,Washington,US,1/27/2020 23:59,0
251,1/27/2020,Illinois,US,1/27/2020 23:59,0
252,1/27/2020,California,US,1/27/2020 23:59,0
253,1/27/2020,Arizona,US,1/27/2020 23:59,0
254,1/27/2020,,Japan,1/27/2020 23:59,1
255,1/27/2020,,Thailand,1/27/2020 23:59,2
256,1/27/2020,,South Korea,1/27/2020 23:59,0
257,1/27/2020,,Singapore,1/27/2020 23:59,0
258,1/27/2020,,Vietnam,1/27/2020 23:59,0
259,1/27/2020,,France,1/27/2020 23:59,0
260,1/27/2020,,Nepal,1/27/2020 23:59,0
261,1/27/2020,,Malaysia,1/27/2020 23:59,0
262,1/27/2020,Ontario,Canada,1/27/2020 23:59,0
263,1/27/2020,,Cambodia,1/27/2020 23:59,0
264,1/27/2020,,Sri Lanka,1/27/2020 23:59,0
265,1/27/2020,,Ivory Coast,1/27/2020 23:59,0
266,1/27/2020,New South Wales,Australia,1/27/2020 23:59,0
267,1/27/2020,Victoria,Australia,1/27/2020 23:59,0
268,1/28/2020,Hubei,Mainland China,1/28/2020 23:00,80
269,1/28/2020,Guangdong,Mainland China,1/28/2020 23:00,4
270,1/28/2020,Zhejiang,Mainland China,1/28/2020 23:00,3
271,1/28/2020,Henan,Mainland China,1/28/2020 23:00,0
272,1/28/2020,Hunan,Mainland China,1/28/2020 23:00,0
273,1/28/2020,Chongqing,Mainland China,1/28/2020 23:00,0
274,1/28/2020,Jiangxi,Mainland China,1/28/2020 23:00,3
275,1/28/2020,Anhui,Mainland China,1/28/2020 23:00,0
276,1/28/2020,Shandong,Mainland China,1/28/2020 23:00,0
277,1/28/2020,Beijing,Mainland China,1/28/2020 23:00,4
278,1/28/2020,Sichuan,Mainland China,1/28/2020 23:00,0
279,1/28/2020,Fujian,Mainland China,1/28/2020 23:00,0
280,1/28/2020,Jiangsu,Mainland China,1/28/2020 23:00,1
281,1/28/2020,Shanghai,Mainland China,1/28/2020 23:00,4
282,1/28/2020,Guangxi,Mainland China,1/28/2020 23:00,2
283,1/28/2020,Shaanxi,Mainland China,1/28/2020 23:00,0
284,1/28/2020,Yunnan,Mainland China,1/28/2020 23:00,0
285,1/28/2020,Hainan,Mainland China,1/28/2020 23:00,0
286,1/28/2020,Liaoning,Mainland China,1/28/2020 23:00,0
287,1/28/2020,Hebei,Mainland China,1/28/2020 23:00,0
288,1/28/2020,Heilongjiang,Mainland China,1/28/2020 23:00,0
289,1/28/2020,Shanxi,Mainland China,1/28/2020 23:00,0
290,1/28/2020,Tianjin,Mainland China,1/28/2020 23:00,0
291,1/28/2020,Gansu,Mainland China,1/28/2020 23:00,0
292,1/28/2020,Inner Mongolia,Mainland China,1/28/2020 23:00,0
293,1/28/2020,Ningxia,Mainland China,1/28/2020 23:00,0
294,1/28/2020,Xinjiang,Mainland China,1/28/2020 23:00,0
295,1/28/2020,Guizhou,Mainland China,1/28/2020 23:00,0
296,1/28/2020,Jilin,Mainland China,1/28/2020 23:00,0
297,1/28/2020,Taiwan,Taiwan,1/28/2020 23:00,0
298,1/28/2020,Hong Kong,Hong Kong,1/28/2020 23:00,0
299,1/28/2020,Macau,Macau,1/28/2020 23:00,0
300,1/28/2020,Qinghai,Mainland China,1/28/2020 23:00,0
301,1/28/2020,Washington,US,1/28/2020 23:00,0
302,1/28/2020,Illinois,US,1/28/2020 23:00,0
303,1/28/2020,California,US,1/28/2020 23:00,0
304,1/28/2020,Arizona,US,1/28/2020 23:00,0
305,1/28/2020,,Japan,1/28/2020 23:00,1
306,1/28/2020,,Thailand,1/28/2020 23:00,5
307,1/28/2020,,South Korea,1/28/2020 23:00,0
308,1/28/2020,,Singapore,1/28/2020 23:00,0
309,1/28/2020,,Vietnam,1/28/2020 23:00,0
310,1/28/2020,,France,1/28/2020 23:00,0
311,1/28/2020,,Nepal,1/28/2020 23:00,0
312,1/28/2020,,Malaysia,1/28/2020 23:00,0
313,1/28/2020,Ontario,Canada,1/28/2020 23:00,0
314,1/28/2020,British Columbia,Canada,1/28/2020 23:00,0
315,1/28/2020,,Cambodia,1/28/2020 23:00,0
316,1/28/2020,,Sri Lanka,1/28/2020 23:00,0
317,1/28/2020,New South Wales,Australia,1/28/2020 23:00,0
318,1/28/2020,Victoria,Australia,1/28/2020 23:00,0
319,1/28/2020,Bavaria,Germany,1/28/2020 23:00,0
320,1/29/2020,Hubei,Mainland China,1/29/2020 19:30,88
321,1/29/2020,Zhejiang,Mainland China,1/29/2020 19:30,3
322,1/29/2020,Guangdong,Mainland China,1/29/2020 19:30,5
323,1/29/2020,Hunan,Mainland China,1/29/2020 19:30,0
324,1/29/2020,Henan,Mainland China,1/29/2020 19:30,1
325,1/29/2020,Anhui,Mainland China,1/29/2020 19:30,2
326,1/29/2020,Chongqing,Mainland China,1/29/2020 19:30,1
327,1/29/2020,Shandong,Mainland China,1/29/2020 19:30,1
328,1/29/2020,Beijing,Mainland China,1/29/2020 19:30,4
329,1/29/2020,Jiangxi,Mainland China,1/29/2020 19:30,3
330,1/29/2020,Sichuan,Mainland China,1/29/2020 19:30,1
331,1/29/2020,Jiangsu,Mainland China,1/29/2020 19:30,1
332,1/29/2020,Shanghai,Mainland China,1/29/2020 19:30,5
333,1/29/2020,Fujian,Mainland China,1/29/2020 19:30,0
334,1/29/2020,Guangxi,Mainland China,1/29/2020 19:30,2
335,1/29/2020,Shaanxi,Mainland China,1/29/2020 19:30,0
336,1/29/2020,Yunnan,Mainland China,1/29/2020 19:30,0
337,1/29/2020,Hebei,Mainland China,1/29/2020 19:30,0
338,1/29/2020,Hainan,Mainland China,1/29/2020 19:30,0
339,1/29/2020,Liaoning,Mainland China,1/29/2020 19:30,1
340,1/29/2020,Heilongjiang,Mainland China,1/29/2020 19:30,0
341,1/29/2020,Tianjin,Mainland China,1/29/2020 19:30,0
342,1/29/2020,Shanxi,Mainland China,1/29/2020 19:30,1
343,1/29/2020,Gansu,Mainland China,1/29/2020 19:30,0
344,1/29/2020,Inner Mongolia,Mainland China,1/29/2020 19:30,0
345,1/29/2020,Xinjiang,Mainland China,1/29/2020 19:30,0
346,1/29/2020,Ningxia,Mainland China,1/29/2020 19:30,0
347,1/29/2020,Hong Kong,Hong Kong,1/29/2020 19:30,0
348,1/29/2020,Guizhou,Mainland China,1/29/2020 19:30,1
349,1/29/2020,Jilin,Mainland China,1/29/2020 19:30,0
350,1/29/2020,Taiwan,Taiwan,1/29/2020 19:30,0
351,1/29/2020,Macau,Macau,1/29/2020 19:30,0
352,1/29/2020,Qinghai,Mainland China,1/29/2020 19:30,0
353,1/29/2020,Washington,US,1/29/2020 19:30,0
354,1/29/2020,Illinois,US,1/29/2020 19:30,0
355,1/29/2020,California,US,1/29/2020 19:30,0
356,1/29/2020,Arizona,US,1/29/2020 19:30,0
357,1/29/2020,,Japan,1/29/2020 19:30,1
358,1/29/2020,,Thailand,1/29/2020 19:30,5
359,1/29/2020,,South Korea,1/29/2020 19:30,0
360,1/29/2020,,Singapore,1/29/2020 19:30,0
361,1/29/2020,,Vietnam,1/29/2020 19:30,0
362,1/29/2020,,France,1/29/2020 19:30,0
363,1/29/2020,,Nepal,1/29/2020 19:30,0
364,1/29/2020,,Malaysia,1/29/2020 19:30,0
365,1/29/2020,Ontario,Canada,1/29/2020 19:30,0
366,1/29/2020,British Columbia,Canada,1/29/2020 19:30,0
367,1/29/2020,,Cambodia,1/29/2020 19:30,0
368,1/29/2020,,Sri Lanka,1/29/2020 19:30,0
369,1/29/2020,New South Wales,Australia,1/29/2020 19:30,0
370,1/29/2020,Victoria,Australia,1/29/2020 19:30,0
371,1/29/2020,Bavaria,Germany,1/29/2020 19:30,0
372,1/29/2020,,Finland,1/29/2020 19:30,0
373,1/29/2020,,United Arab Emirates,1/29/2020 19:30,0
374,1/30/2020,Hubei,Mainland China,1/30/2020 16:00,90
375,1/30/2020,Zhejiang,Mainland China,1/30/2020 16:00,4
376,1/30/2020,Guangdong,Mainland China,1/30/2020 16:00,10
377,1/30/2020,Henan,Mainland China,1/30/2020 16:00,2
378,1/30/2020,Hunan,Mainland China,1/30/2020 16:00,2
379,1/30/2020,Anhui,Mainland China,1/30/2020 16:00,2
380,1/30/2020,Chongqing,Mainland China,1/30/2020 16:00,1
381,1/30/2020,Jiangxi,Mainland China,1/30/2020 16:00,5
382,1/30/2020,Shandong,Mainland China,1/30/2020 16:00,1
383,1/30/2020,Sichuan,Mainland China,1/30/2020 16:00,1
384,1/30/2020,Jiangsu,Mainland China,1/30/2020 16:00,1
385,1/30/2020,Beijing,Mainland China,1/30/2020 16:00,4
386,1/30/2020,Shanghai,Mainland China,1/30/2020 16:00,5
387,1/30/2020,Fujian,Mainland China,1/30/2020 16:00,0
388,1/30/2020,Guangxi,Mainland China,1/30/2020 16:00,2
389,1/30/2020,Yunnan,Mainland China,1/30/2020 16:00,0
390,1/30/2020,Hebei,Mainland China,1/30/2020 16:00,0
391,1/30/2020,Shaanxi,Mainland China,1/30/2020 16:00,0
392,1/30/2020,Hainan,Mainland China,1/30/2020 16:00,1
393,1/30/2020,Heilongjiang,Mainland China,1/30/2020 16:00,0
394,1/30/2020,Liaoning,Mainland China,1/30/2020 16:00,1
395,1/30/2020,Shanxi,Mainland China,1/30/2020 16:00,1
396,1/30/2020,Tianjin,Mainland China,1/30/2020 16:00,0
397,1/30/2020,Gansu,Mainland China,1/30/2020 16:00,0
398,1/30/2020,Inner Mongolia,Mainland China,1/30/2020 16:00,0
399,1/30/2020,Ningxia,Mainland China,1/30/2020 16:00,0
400,1/30/2020,Jilin,Mainland China,1/30/2020 16:00,1
401,1/30/2020,Xinjiang,Mainland China,1/30/2020 16:00,0
402,1/30/2020,Guizhou,Mainland China,1/30/2020 16:00,1
403,1/30/2020,Hong Kong,Hong Kong,1/30/2020 16:00,0
404,1/30/2020,Taiwan,Taiwan,1/30/2020 16:00,0
405,1/30/2020,Qinghai,Mainland China,1/30/2020 16:00,0
406,1/30/2020,Macau,Macau,1/30/2020 16:00,0
407,1/30/2020,Tibet,Mainland China,1/30/2020 16:00,0
408,1/30/2020,Washington,US,1/30/2020 16:00,0
409,1/30/2020,Illinois,US,1/30/2020 16:00,0
410,1/30/2020,California,US,1/30/2020 16:00,0
411,1/30/2020,Arizona,US,1/30/2020 16:00,0
412,1/30/2020,,Japan,1/30/2020 16:00,1
413,1/30/2020,,Thailand,1/30/2020 16:00,5
414,1/30/2020,,South Korea,1/30/2020 16:00,0
415,1/30/2020,,Singapore,1/30/2020 16:00,0
416,1/30/2020,,Vietnam,1/30/2020 16:00,0
417,1/30/2020,,France,1/30/2020 16:00,0
418,1/30/2020,,Nepal,1/30/2020 16:00,0
419,1/30/2020,,Malaysia,1/30/2020 16:00,0
420,1/30/2020,Ontario,Canada,1/30/2020 16:00,0
421,1/30/2020,British Columbia,Canada,1/30/2020 16:00,0
422,1/30/2020,,Cambodia,1/30/2020 16:00,0
423,1/30/2020,,Sri Lanka,1/30/2020 16:00,0
424,1/30/2020,New South Wales,Australia,1/30/2020 16:00,2
425,1/30/2020,Victoria,Australia,1/30/2020 16:00,0
426,1/30/2020,Queensland,Australia,1/30/2020 16:00,0
427,1/30/2020,Bavaria,Germany,1/30/2020 16:00,0
428,1/30/2020,,Finland,1/30/2020 16:00,0
429,1/30/2020,,United Arab Emirates,1/30/2020 16:00,0
430,1/30/2020,,Philippines,1/30/2020 16:00,0
431,1/30/2020,,India,1/30/2020 16:00,0
432,1/31/2020,Hubei,Mainland China,1/31/2020 23:59,141
